publish_date,headline_text,sentiment
33_1_6_34,nos conuiuium nos proelium uirgo seco in iuuenis unguis acer canto uacuus siue quis uro non praeter solitum leuis,0
34_1_7_35,laudo alius clarus rhodus aut mytilena aut ephesus bimaris ue corinthus moenia uel bacchus thebae uel apollo delphi insignis aut thessalus tempe sum qui unus opus sum intactus pallas urbs carmen perpetuus celebro et undique decerpo frons praepono oliua multus in iuno honor aptus dico equus argos diues que mycenae ego nec tam patiens lacedaemon nec tam larisa percutio campus opimus quam domus albunea resono et praeceps anio ac tiburnus lucus et udus mobilis pomarium riuus,1
35_1_7_36,albus ut obscurus detergeo nubilum caelum saepe notus neque parturio imber perpetuo sic tu sapiens finio memini tristitia uita que labor mollis plancus merum seu tu fulgeo signum castra teneo seu densus teneo tibur umbra tuus,1
36_1_7_37,teucer salamis pater que cum fugio tamen udus lyaeus tempus populeus fero uincio corona sic tristis affor amicus quo nos cumque fero bonus fortuna parens eo o socius comes que nihil despero teucer dux et auspex teucer,1
37_1_7_38,certus enim promitto apollo ambiguus tellus nouus salamis sum,1
38_1_7_39,o fortis malus que patior ego cum saepe uir nunc uinum pello cura cras ingens itero aequor,1
39_1_8_40,lydia dico per omnis tu deus oro sybaris cur propero amo perdo cur apricus odi campus patiens puluis atque sol cur neque militaris inter aequalis equito gallicus nec lupatus tempero os frenum,1
40_1_8_41,cur timeo flauus tiberis tango,1
41_1_8_42,cur oliuum sanguis uiperinus caute uito neque iam liuidus gesto arma brachium saepe discus saepe trans finis iaculum nobilis expedio,1
42_1_8_43,quis lateo ut marinus filius dico thetis sub lacrimosus troia funus ne uirilis cultus in caedes et lycius proripio caterua,0
43_1_9_44,uideo ut altus sto nix candidus soracte nec iam sustineo onus silua laboro gelu que flumen consisto acutus,1
44_1_9_45,dissoluo frigus lignum super focus large repono atque benigne depromo quadrimus sabinus o thaliarchus merum diota,1
45_1_9_46,permitto diuus cetera qui simul sterno uentus aequor feruidus deproelior nec cupressus nec uetus agito ornus,0
46_1_9_47,quis sum sum cras fugio quaero et qui fors dies cumque do lucrum appono nec dulcis amor sperno puer neque tu chorea donec uirens canities absum morosus,1
47_1_9_48,nunc et campus et area lenis que sub nox susurrus compositus repeto hora nunc et lateo proditor interior gratus puella risus ab angulus pignus que deripio lacertus aut digitus male pertinax,1
48_1_10_49,mercurius facundus nepos atlas qui ferus cultus homo recens uox formo catus et decorus mos palaestra tu cano magnus iuppiter et deus nuntius curuus que lyra parens callidus quisquis placeo iocosus condo furtum,1
49_1_10_50,tu bos olim nisi reddo per dolus amoueo puer minax uox dum terreo uiduus pharetra rideo apollo,1
50_1_10_51,quin et atrides dux tu superbus ilium diues priamus relinquo thessalus que ignis et iniquus troia castra fallo,0
51_1_10_52,tu pius laetus anima repono sedes uirga que leuis coerceo aureus turba superi deus gratus et inferus,1
52_1_11_53,tu ne quaero scio nefas quis ego quis tu finis deus do leuconoe nec babylonius tento numerus,1
53_1_11_54,ut bonus quisquis sum patior,1
54_1_11_55,seu multus hiems seu tribuo iuppiter ultimus qui nunc oppositus debilito pumex mare tyrrhenus sapio uinum liquo et spatium breuis spes longus reseco,1
55_1_11_56,dum loquor fugio inuidus aetas carpo dies quam minimum credulus posterus,0
56_1_12_57,quis uir aut heros lyra uel acer tibia sumo celebro clio,1
57_1_12_58,quis deus,1
58_1_12_59,quis recino iocosus nomen imago aut in umbrosus helicon ora aut super pindus gelidus ue in haemus,1
59_1_12_60,unde uocalis temere insequor orpheus silua ars maternus rapidus moror flumen lapsus celer que uentus blandus et auritus fides canorus duco quercus,1
60_1_12_61,quis prior dico solitus parens laus qui res homo ac deus qui mare ac terra uarius que mundus tempero hora,1
61_1_12_62,unde nihil magnus genero ipse nec uigeo quisquam similis aut secundus,1
62_1_12_63,propior ille tamen occupo pallas honor proelium audax,1
63_1_12_64,neque tu sileo liber et saeuus inimicus uirgo bellua nec tu metuo certus phoebus sagitta,1
64_1_12_65,dico et alcides puer que leda hic equus ille supero pugnus nobilis qui simul albus nauta stella refulgeo defluo saxum agito humor concido uentus fugio que nubes et minax quod sic uolo pontus unda recumbo,1
65_1_12_66,romulus post hic prius an quietus pompilius regnum memoro an superbus tarquinius fascis dubito an cato nobilis letum,1
66_1_12_67,regulus et scaurus anima que magnus prodigus paulus supero poenus gratus insignis refero camena fabricius que,1
67_1_12_68,hic et incomptus curius capillus utilis bellum fero et camillus saeuus paupertas et auitus aptus cum lar fundus,0
68_1_12_69,cresco occultus uelut arbor aeuum fama marcellus mico inter omnis iulius sidus uelut inter ignis luna paruus,1
69_1_12_70,gens humanus pater atque custos orior saturnus tu cura magnus caesar fatum do tu secundus caesar regno,1
70_1_12_71,ille seu parthi latium immineo ago iustus domo triumphus siue subicio oriens ora seres et indi tu paruus laetus rego aequus orbis tu grauis currus quatio olympus tu parum castus inimicus mitto fulmen lucus,1
71_1_13_72,cum tu lydia telephus ceruix roseus cereus telephus laudo brachium uae meus ferueo difficilis bilis tumeo iecur,0
72_1_13_73,tunc nec mens ego nec color certus sedes maneo humor et in gena furtim labor arguo quam lentus penitus macero ignis,1
73_1_13_74,uro seu tu candidus turpo humerus immodicus merum rixa siue puer furens imprimo memor dens labrum nota,1
74_1_13_75,non si ego satis audio spero perpetuus dulcis barbare laedo osculum qui uenus quintus pars suus nectar imbuo,1
75_1_13_76,felix ter et ample qui irruptus teneo copula nec malus diuello querimonia superus cito soluo amor dies,0
76_1_14_77,o nauis refero in mare tu nouus fluctus,1
77_1_14_78,o quis ago,1
78_1_14_79,fortiter occupo portus,1
79_1_14_80,nonne uideo ut nudus remigium latus et malus celer saucius africus antenna que gemo ac sine funis uix duro carina possum imperiosus aequor,0
80_1_14_81,non tu sum integer linteum non deus qui iterum premo uoco malum,1
81_1_14_82,quamuis ponticus pinus silua filia nobilis iacto et genus et nomen inutilis nihil pingo timidus nauta puppis fido,0
82_1_14_83,tu nisi uentus debeo ludibrium caueo,0
83_1_14_84,nuper sollicitus qui ego taedium nunc desiderium cura que non leuis interfundo nitens uito aequor cyclas,1
84_1_15_85,pastor cum traho per fretum nauis idaeus helena perfidus hospita ingratus celer obruo otium uentus ut cano ferus nereus fatum,0
85_1_15_86,malus duco auis domus qui multus repeto graecia miles coniuro tuus rumpo nuptiae et regnum priamus uetus,0
86_1_15_87,heu heu quantus equus quantus assum uir sudor quantus moueo funus dardanus gens,1
87_1_15_88,iam galea pallas et aegis currus que et rabies paro,0
88_1_15_89,nequiquam uenus praesidium ferox pecto caesaries gratus que femina imbellis cithara carmen diuido nequiquam thalamus grauis hasta et calamus spiculum gnosius uito strepitus que et celer sequor aiax tamen heu serus adulter crinis puluis collino,1
89_1_15_90,non laertiades exitium tuus gens non pylius nestor respicio,0
90_1_15_91,urgeo impauidus tu salaminius teucer tu sthenelus sciens pugna siue opus sum imperito equus non auriga piger,1
91_1_15_92,meriones quoque nosco,1
92_1_15_93,ecce furo tu reperio atrox tydides bonus pater qui tu ceruus ut uallis in alter uideo pars lupus gramen immemor sublimis fugio mollis anhelitus non hic polliceor tuus,0
93_1_15_94,iracundus dies profero ilium matrona que phryges classis achilles post certus hiems uro achaicus ignis iliacus domus,1
94_1_16_95,o mater pulcher filia pulcher qui criminosus cumque uolo modus pono iambus siue flamma siue mare libet hadrianus,1
95_1_16_96,non dindymena non adytum quatio mens sacerdos incola pythius non liber aeque non acutus sic gemino corybantes aes tristis ut ira qui neque noricus deterreo ensis nec mare naufragus nec saeuus ignis nec tremendus iuppiter ipse ruo tumultus,0
96_1_16_97,fero prometheus addo princeps limus cogo particula undique deseco et insanus leo uis stomachus appono noster,0
97_1_16_98,ira thyestes exitium grauis sterno et altus urbs ultimus sto causa cur pereo funditus imprimo que murus hostilis aratrum exercitus insolens,1
98_1_16_99,compesco mens ego quoque pectus tento in dulcis iuuenta feruor et in celer iambus mitto furens nunc ego mitis muto quaero tristis dum ego fio recanto amica opprobrium animus que reddo,1
99_1_17_100,uelox amoenus saepe lucretilis muto lycaeus faunus et igneus defendo aestas capella usque meus pluuius que uentus,1
100_1_17_101,impune tutus per nemus arbutus quaero lateo et thymum deuius oleo uxor maritus nec uiridis metuo colubra nec martialis haedilia lupus utcumque dulcis tyndaris fistula uallis et ustica cubo leuis persono saxum,1
101_1_17_102,deus ego tueor deus pietas meus et musa cor sum,1
102_1_17_103,hic tu copia mano ad plenum benignus rus honor opulentus cornu,1
103_1_17_104,hic in reductus uallis canicula uito aestus et fides teius dico laboro in unus penelope uitreus que circe,1
104_1_17_105,hic innocens poculum lesbium duco sub umbra nec semeleius cum mars confundo thyoneus proelium nec metuo proteruus suspicio cyrus ne male dispar incontinens inicio manus et scindo haereo corona crinis immeritus que uestis,1
105_1_18_106,nullus uarus sacer uitis prius sero arbor circa mitis solum tibur et moenia catilus,1
106_1_18_107,siccus omnis nam durus deus propono neque mordax aliter diffugio sollicitudo,0
107_1_18_108,quis post uinum grauis militia aut pauperies crepo,0
108_1_18_109,quis non tu potius bacchus pater tu que decens uenus,1
109_1_18_110,ac ne quis modicus transilio munus liber centaureus moneo cum lapithae rixa super merum debello moneo sithonii non leuis euhius cum fas atque nefas exiguus finis libido discerno auidus,1
110_1_18_111,non ego tu candidus bassareus inuitus quatio nec uarius obsero frons sub diuum rapio,0
111_1_18_112,saeuus teneo cum berecyntius cornu tympanum qui subsequor caecus amor sui et tollo uacuus multum nimium gloria uertex arcanum que fides prodigus pellucidus uitrum,1
112_1_19_113,mater saeuus cupido thebanus que iubeo ego semele puer et lasciuus licentia finio animus reddo amor,0
113_1_19_114,uro ego glycera nitor splendeo parius marmor pure uro gratus proteruitas et uultus nimium lubricus aspicio,1
114_1_19_115,in ego totus ruo uenus cyprus desero nec patior scythae et uerto animosus equus parthus dico nec qui nihil attineo,1
115_1_19_116,hic uiuus ego caespes hic uerbena puer pono tus que bimus cum patera merum macto uenio lenis hostia,1
116_1_20_117,uilis poto modicus sabinum cantharus graecus qui ego ipse testa condo lino do in theatrum cum tu plausus carus maecenas eques ut paternus flumen ripa simul et iocosus reddo laus tu uaticanus mons imago,1
117_1_20_118,caecubum et prelum domo calenus tu bibo uua meus nec falernus tempero uitis neque formianus poculum collis,1
118_1_21_119,diana tener dico uirgo intonsus puer dico cynthius latona que superus diligo penitus iuppiter,1
119_1_21_120,uos laetus fluuius et nemus coma quicumque aut gelidus promineo algidus niger aut erymanthus silua aut uiridis cragus uos tempe totidem tollo laus natalis que mas delos apollo insignis que pharetra fraternus que humerus lyra,1
120_1_21_121,hic bellum lacrimosus hic miser fames pestis que ab populus et princeps caesar in persae atque britanni uester moueo ago prex,0
121_1_22_122,integer uita scelus que purus non egeo maurus iaculum neque arcus nec uenenatus grauidus sagitta fuscus pharetra siue per syrtis iter aestuosus siue facio per inhospitalis caucasus uel qui locus fabulosus lambo hydaspes,1
122_1_22_123,namque ego silua lupus in sabinus dum meus canto lalage et ultra terminus cura uagor expedito fugio inermis qualis portentum neque militaris daunias latus alo aesculetum nec iuba tellus genero leo aridus nutrix,1
123_1_22_124,pono ego piger ubi nullus campus arbor aestiuus recreo aura qui latus mundus nebula malus que iuppiter urgeo pono sub currus nimium propinquus sol in terra domus nego dulce rideo lalage amo dulce loquor,1
124_1_23_125,uito hinnuleus ego similis chloe quaero pauidus mons auius mater non sine uanus aura et silua metus,0
125_1_23_126,nam seu mobilis uer inhorresco aduentus folium seu uiridis rubus dimoueo lacerta et cor et genu tremo,1
126_1_23_127,atqui non ego tu tigris ut asper gaetulus ue leo frango persequor tandem desino mater tempestiuus sequor uir,1
127_1_24_128,quis desiderium sum pudor aut modus tam carus caput,1
128_1_24_129,praecipio lugubris cantus melpomene qui liquidus pater uox cum cithara do,1
129_1_24_130,ergo quintilius perpetuus sopor urgeo qui pudor et iustitia soror incorruptus fides nudus que ueritas quando ullus inuenio par,1
130_1_24_131,multus ille boni flebilis occido nullus flebilis quam tu uergilius,1
131_1_24_132,tu frustra pius heu non ita credo posco quintilius deus,1
132_1_24_133,quis,1
133_1_24_134,si threicius blande orpheus audio moderor arbor fides num uanus redeo sanguis imago qui uirga semel horridus non lenis prex fatum recludo niger compello mercurius grex,0
134_1_24_135,durus sed leuis fio patientia quisquis corrigo sum nefas,0
135_1_25_136,parce iungo quatio fenestra iactus creber iuuenis proteruus nec tu somnus adimo amo que ianua limen qui prius multum facilis moueo cardo,1
136_1_25_137,audio parum et parum iam ego tuus longus pereo nox lydia dormio,1
137_1_25_138,inuicem # moechus anus arrogans fleo in solus leuis angiportus thracius bacchor magis sub # interlunium uentus cum tu flagrans amor et libido qui soleo mater furio equus saeuio circa iecur ulcerosus non sine questus laetus quod pubes hedera uirens gaudeo pullus magis atque myrtus aridus frons hiems sodalis dedico eurus,0
138_1_26_139,musa amicus tristitia et metus trado proteruus in mare creticus porto uentus quis sub arctus rex gelidus metuo ora quis tiridates terreo unice securus,0
139_1_26_140,o qui fons integer gaudeo apricus necto flos necto meus lamia corona pimpleis dulcis,1
140_1_26_141,nihil sine tu meus prosum honor hic fides nouus hic lesbius sacro plectrum tu que tuus que decet soror,1
141_1_27_142,natus in usus laetitia scyphus pugno thraces sum tollo barbarus mos uerecundus que bacchus sanguineus prohibeo rixa,1
142_1_27_143,uinum et lucerna medus acinaces immanis quantum discrepo impius lenio clamor sodalis et cubitum remaneo premo,1
143_1_27_144,uolo seuerus ego quoque sumo pars falernum,1
144_1_27_145,dico opuntius frater megylla quis beatus uulnus quis pereo sagitta,1
145_1_27_146,cesso uoluntas,1
146_1_27_147,non alius bibo merces,1
147_1_27_148,qui tu cumque domo uenus non erubesco aduro ignis ingenuus que semper amor pecco,1
148_1_27_149,quisquis habeo age depono tutus auris,1
149_1_27_150,ah miser quantus laboro charybdis dignus puer bonus flamma,1
150_1_27_151,quis saga quis tu soluo thessalus magus uenenum quis possum deus,0
151_1_27_152,uix illigo tu triformis pegasus expedio chimaera,1
152_1_28_153,tu mare et terra numerus que careo arena mensor cohibeo archytas puluis exiguus prope litus paruus matinus munus nec quisquam tu prosum aerius tento domus animus que rotundus percurro polus morior,1
153_1_28_154,occido et pelops genitor conuiua deus tithonus que remoueo in aura et iuppiter arcanum minos admitto habeo que tartara panthoides iterum orcus demitto quamuis clipeus troianus refigo tempus testor nihil ultra neruus atque cutis mors concedo ater iudex tu non sordidus auctor natura uerum que,1
154_1_28_155,sed omnis unus maneo nox et calco semel uia letum,1
155_1_28_156,do alius furia toruus spectaculum mars exitium sum auidus mare nauta misceo senex ac iuuenis denseo funus nullus saeuus caput proserpina fugio,0
156_1_28_157,ego quoque deuexus rapidus comes orion illyricus notus obruo unda,1
157_1_28_158,at tu nauta uagus ne parco malignus arena os et caput inhumatus particula do sic quicumque minor eurus fluctus hesperius uenusinus plecto silua tu sospes multus que merces unde possum tu defluo aequus ab iuppiter neptunus que sacer custos tarentum,1
158_1_28_159,negligo immeritus noceo postmodo tu nascor fraus committo,1
159_1_28_160,fors et debeo ius uicis que superbus tu maneo ipse prex non linquo inultus tu que piaculum nullus resoluo,0
160_1_28_161,quamquam festino non sum mora longus licet inicio ter puluis curro,1
161_1_29_162,iccius beatus nunc arabes inuideo gaza et acer militia paro non ante deuinco sabaea rex horribilis que medus necto catena,1
162_1_29_163,quis tu uirgo sponsus neco barbarus seruio puer quis ex aula capillus ad cyathus statuo ungo doceo sagitta tendo sericus arcus paternus,1
163_1_29_164,quis nego arduus pronus relabor possum riuus mons et tiberis reuertor cum tu coemo undique nobilis liber panaetius socraticus et domus muto lorica iberus polliceor bonus tendo,1
164_1_30_165,o uenus regina cnidus paphus que sperno diligo cyprus et uoco tus tu multus glycera decorus transfero in aedes,1
165_1_30_166,feruidus tu cum puer et solutus gratia zona propero que nympha et parum comis sine tu iuuentas mercurius que,1
166_1_31_167,quis dedico posco apollo uates,1
167_1_31_168,quis oro de patera nouus fundo liquor,1
168_1_31_169,non opimus sardinia seges ferax non aestuosus gratus calabria armentum non aurum aut ebur indicus non rus qui liris quietus mordeo aqua taciturnus amnis,1
169_1_31_170,premo calenus falx qui do fortuna uitis diues ut aureus mercator exsicco culullus uinum syrus reparo merx deus carus ipse quippe ter et quater annus reuiso aequor atlanticus impune,1
170_1_31_171,ego pasco oliua ego cichorium leuis que malua,1
171_1_31_172,fruor paratus et ualidus ego latous dono et precor integer cum mens nec turpis senecta dego nec cithara careo,1
172_1_32_173,poscimus si quis uacuus sub umbra ludo tu cum qui et hic in annus uiuo et multus age dico latinus barbitos carmen lesbius primum modulor ciuis qui ferox bellum tamen inter arma siue iacto religo udus litus nauis liber et musa uenus que et ille semper haereo puer cano et lycus niger oculus niger que crinis decorus,1
173_1_32_174,o decus phoebus et daps superus gratus testudo iuppiter o labor dulcis lenimen ego cumque salueo rite uoco,1
174_1_33_175,albius ne doleo multum nimium memor immitis glycera neue miserabilis decanto elegi cur tu iuuenis laedo praeniteo fides,1
175_1_33_176,insignis tenuis frons lycoris cyrus torreo amor cyrus in asper declino pholoe sed # apulus iungo caprea lupus priusquam turpis pholoe pecco adulter,1
176_1_33_177,sic uideo uenus qui placeo impar forma atque animus sub iugum aeneus saeuus mitto cum iocus,0
177_1_33_178,ipse ego bonus cum peto uenus gratus detineo compes myrtale libertina fretum acer hadria curuo calaber sinus,1
178_1_34_179,parcus deus cultor et infrequens insanio dum sapientia consultus erro nunc retrorsum uelum do atque itero cursus cogo relinquo,1
179_1_34_180,namque diespiter ignis coruscus nubilum diuido plerumque per purus tono ago equus uolucer que currus qui brutus tellus et uagus flumen qui styx et inuisus horridus taenarus sedes atlanteus que finis concutio,0
180_1_34_181,ualeo imum summum muto et insignis attenuo deus obscurum promo hinc apex rapax fortuna cum stridor acutus tollo hic pono gaudeo,1
181_1_35_182,o diua gratus qui rego antium praesens uel inferus tollo de gradus mortalis corpus uel superbus uerto funus triumphus tu pauper ambio sollicitus prex rus colonus tu domina aequor quicumque bithynus lacesso carpathius pelagus carina tu dacus asper tu profugus scythae urbs que gens que et latium ferox rex que mater barbarus et purpureus metuo tyrannus iniuriosus ne pes proruo sto columna neue populus frequens ad arma cesso ad arma concito imperium que frango,0
182_1_35_183,tu semper anteeo saeuus necessitas clauus trabalis et cuneus manus gesto aenus nec seuerus uncus absum liquidus que plumbum tu spes et albus rarus fides colo uelo pannus nec comes abnego utcumque muto potens uestis domus inimicus linquo at uulgus infidus et meretrix retro periurus cedo diffugio cadus cum faex sicco amicus fero iugum pariter dolosus seruo eo caesar in ultimus orbis britanni et iuuenis recens examen eous timeo pars oceanus que ruber,1
183_1_35_184,heu heu cicatrix et scelus pudeo frater que,0
184_1_35_185,quis nos durus refugio aetas,0
185_1_35_186,quis intactus nefastum linquo,1
186_1_35_187,unde manus iuuentus metus deus contineo,0
187_1_35_188,quis parco ara,1
188_1_35_189,o utinam nouus incus diffingo retusus in massagetae arabes que ferrum,1
189_1_36_190,et tus et fides iuuo placo et uitulus sanguis debeo custos numida deus qui nunc hesperia sospes ab ultimus carus multus sodalis nullus multus tamen diuido osculum quam dulcis lamia memor ago non alius rex pueritia muto que simul toga,1
190_1_36_191,cressus ne careo pulcher dies nota neue promo modus amphora neue mos in salius sum requies pes neue multus damalis merum bassus threicius uinco amystis neue desum epulae rosa neue uiuax apium neue breuis lilium,1
191_1_36_192,omnis in damalis putris depono oculus nec damalis nouus diuello adulter lasciuus hedera ambitiosus,0
192_1_37_193,nunc sum bibo nunc pes liber pulso tellus nunc saliaris orno puluinar deus tempus sum daps sodalis,1
193_1_37_194,antehac nefas depromo caecubum cella auitus dum capitolium regina demens ruina funus et imperium paro contamino cum grex turpis morbus uir quilibet impotens spero fortuna que dulcis ebrius,0
194_1_37_195,sed minuo furor uix unus sospes nauis ab ignis mens que lympho mareoticum redigo in uerus timor caesar ab italia uolo remus adurgeo accipiter uelut mollis columba aut lepus citus uenator in campus niualis haemonia do ut catena fatalis monstrum qui generose pereo quaero nec muliebriter expauesco ensis nec lateo classis citus reparo ora audeo et iaceo uiso regia uultus serenus fortis et asper tracto serpens ut ater corpus combibo uenenum delibero mors ferox saeuus liburni scilicet inuideo priuatus deduco superbus non humilis mulier triumphus,0
195_1_38_196,persicus odi puer apparatus displiceo necto philyra corona mitto sector rosa quis locus serus moror,1
196_1_38_197,simplex myrtus nihil allaboro sedulus curo neque tu minister dedecet myrtus neque ego sub artus uitis bibo,1
197_2_1_198,motus ex metellus consul ciuicus bellum que causa et uitium et modus ludus que fortuna grauis que princeps amicitia et arma nondum expio ungo cruor periculosus plenus opus alea tracto et incedo per ignis suppono cinis dolosus,1
198_2_1_199,paulum seuerus musa tragoedia desum theatrum mox ubi publicus res ordino grandis munus cecropius repeto cothurnus insignis maestus praesidium reus et consulo pollio curia qui laurus aeternus honor dalmaticus pario triumphus,1
199_2_1_200,iam nunc minax murmur cornu perstringo auris iam lituus strepo iam fulgor arma fugax terreo equus eques que uultus,1
200_2_1_201,audio magnus iam uideo dux non indecorus puluis sordidus et cunctus terra subigo praeter atrox animus cato,0
201_2_1_202,iuno et deus quisquis amicus afri inultus cedo impotens tellus uictor nepos refero inferiae iugurtha,0
202_2_1_203,quis non latinus sanguis pinguis campus sepulcrum impius proelium testor audio que medi hesperius sonitus ruina,0
203_2_1_204,quis gurges aut quis flumen lugubris ignarus bellum,0
204_2_1_205,quis mare daunius non decoloro caedes,0
205_2_1_206,quis careo ora cruor noster,1
206_2_1_207,sed ne relinquo musa procax iocus ceus retracto munus nenia ego cum dionaeus sub antrum quaero modus leuis plectrum,1
207_2_2_208,nullus argentum color sum auarus abdo terra inimicus lamina crispus sallustius nisi temperatus splendeo usus,0
208_2_2_209,uiuo extendo proculeius aeuum notus in frater animus paternus ille ago penna metuo soluo fama superstes,1
209_2_2_210,late regno auidus domo spiritus quam si libya remotus gades iungo et uterque poenus seruio unus cresco indulgens sui dirus hydrops nec sitis pello nisi causa morbus fugio uena et aquosus albus corpus languor,0
210_2_2_211,reddo cyrus solium phraates dissideo plebs numerus beatus eximo uirtus populus que falsus dedoceo utor uox regnum et diadema tutus defero unus proprius que laurus quisquis ingens oculus irretortus specto aceruus,1
211_2_3_212,aequus memini res in arduus seruo mens non secus in bonus ab insolens temperatus laetitia morior dellius seu maestus omnis tempus uiuo seu tu in remotus gramen per dies festus reclino beo interior nota falernum,1
212_2_3_213,quo pinus ingens albus que populus umbra hospitalis consocio amo ramus,0
213_2_3_214,quis obliquus laboro lympha fugax trepido riuus,1
214_2_3_215,huc uinum et unguentum et nimium breuis flos amoenus fero iubeo rosa dum res et aetas et soror filum tres patior ater,1
